PLAYER_LAST_NAME,PLAYER_FIRST_NAME,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,POSITION,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,ROSTER_STATUS,PTS,REB,AST,FROM_YEAR,TO_YEAR
Windler,Dylan,Cleveland,Cavaliers,CLE,G-F,"6'6""",196 lbs,Belmont,USA,2019.0,1.0,26.0,1.0,6.3,4.1,1.2,2019,2020
Winslow,Justise,Memphis,Grizzlies,MEM,F-G,"6'6""",222 lbs,Duke,USA,2015.0,1.0,10.0,1.0,9.0,5.6,2.3,2015,2020
Winston,Cassius,Washington,Wizards,WAS,G,"6'1""",185 lbs,Michigan State,USA,2020.0,2.0,53.0,1.0,2.3,0.7,1.0,2020,2020
Wiseman,James,Golden State,Warriors,GSW,C,"7'0""",240 lbs,Memphis,USA,2020.0,1.0,2.0,1.0,11.9,6.0,0.6,2020,2020
Wood,Christian,Houston,Rockets,HOU,F,"6'10""",214 lbs,UNLV,USA,,,,1.0,22.0,10.2,1.3,2015,2020
Woodard II,Robert,Sacramento,Kings,SAC,F,"6'6""",235 lbs,Mississippi State,USA,2020.0,2.0,40.0,1.0,2.2,1.3,0.0,2020,2020
Wright,Delon,Detroit,Pistons,DET,G,"6'5""",185 lbs,Utah,USA,2015.0,1.0,20.0,1.0,10.6,4.5,4.8,2015,2020
Young,Thaddeus,Chicago,Bulls,CHI,F,"6'8""",235 lbs,Georgia Tech,USA,2007.0,1.0,12.0,1.0,12.2,6.1,4.3,2007,2020
Young,Trae,Atlanta,Hawks,ATL,G,"6'1""",180 lbs,Oklahoma,USA,2018.0,1.0,5.0,1.0,26.7,4.1,9.3,2018,2020
Zeller,Cody,Charlotte,Hornets,CHA,F-C,"6'11""",240 lbs,Indiana,USA,2013.0,1.0,4.0,1.0,10.0,7.5,2.3,2013,2020
Zubac,Ivica,LA,Clippers,LAC,C,"7'0""",240 lbs,Mega Basket,Croatia,2016.0,2.0,32.0,1.0,8.2,6.9,1.1,2016,2020
