PLAYER_LAST_NAME,PLAYER_FIRST_NAME,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,POSITION,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,ROSTER_STATUS,PTS,REB,AST,FROM_YEAR,TO_YEAR
Achiuwa,Precious,Miami,Heat,MIA,F,"6'8""",225 lbs,Memphis,Nigeria,2020.0,1.0,20.0,1.0,5.8,3.9,0.5,2020,2020
Adams,Jaylen,Portland,Trail Blazers,POR,G,"6'0""",225 lbs,St. Bonaventure,USA,,,,,0.3,0.4,0.3,2018,2020
Adams,Steven,New Orleans,Pelicans,NOP,C,"6'11""",265 lbs,Pittsburgh,New Zealand,2013.0,1.0,12.0,1.0,8.2,9.2,2.0,2013,2020
Adebayo,Bam,Miami,Heat,MIA,C-F,"6'9""",255 lbs,Kentucky,USA,2017.0,1.0,14.0,1.0,19.2,9.5,5.4,2017,2020
Aldridge,LaMarcus,San Antonio,Spurs,SAS,C-F,"6'11""",250 lbs,Texas,USA,2006.0,1.0,2.0,1.0,13.7,4.5,1.7,2006,2020
Alexander,Ty-Shon,Phoenix,Suns,PHX,G,"6'3""",195 lbs,Creighton,USA,,,,1.0,0.0,0.3,0.3,2020,2020
Alexander-Walker,Nickeil,New Orleans,Pelicans,NOP,G,"6'6""",205 lbs,Virginia Tech,Canada,2019.0,1.0,17.0,1.0,8.5,2.6,2.0,2019,2020
Allen,Grayson,Memphis,Grizzlies,MEM,G,"6'4""",198 lbs,Duke,USA,2018.0,1.0,21.0,1.0,9.3,2.8,2.2,2018,2020
Allen,Jarrett,Cleveland,Cavaliers,CLE,C,"6'11""",243 lbs,Texas,USA,2017.0,1.0,22.0,1.0,13.2,9.8,1.7,2017,2020
Aminu,Al-Farouq,Orlando,Magic,ORL,F,"6'8""",220 lbs,Wake Forest,USA,2010.0,1.0,8.0,1.0,4.6,4.4,1.5,2010,2020
Anderson,Kyle,Memphis,Grizzlies,MEM,F-G,"6'9""",230 lbs,UCLA,USA,2014.0,1.0,30.0,1.0,13.0,6.0,3.4,2014,2020
Antetokounmpo,Giannis,Milwaukee,Bucks,MIL,F,"6'11""",242 lbs,Filathlitikos,Greece,2013.0,1.0,15.0,1.0,29.0,11.6,6.1,2013,2020
Antetokounmpo,Kostas,Los Angeles,Lakers,LAL,F,"6'10""",200 lbs,Dayton,Greece,2018.0,2.0,60.0,1.0,1.0,2.7,0.0,2018,2020
Antetokounmpo,Thanasis,Milwaukee,Bucks,MIL,F,"6'6""",219 lbs,Panathinaikos,Greece,2014.0,2.0,51.0,1.0,2.3,2.0,0.6,2015,2020
Anthony,Carmelo,Portland,Trail Blazers,POR,F,"6'7""",238 lbs,Syracuse,USA,2003.0,1.0,3.0,1.0,14.1,3.3,1.6,2003,2020
Anthony,Cole,Orlando,Magic,ORL,G,"6'2""",185 lbs,North Carolina,USA,2020.0,1.0,15.0,1.0,11.0,4.4,3.8,2020,2020
Anunoby,OG,Toronto,Raptors,TOR,F,"6'7""",232 lbs,Indiana,United Kingdom,2017.0,1.0,23.0,1.0,13.8,5.7,1.7,2017,2020
Arcidiacono,Ryan,Chicago,Bulls,CHI,G,"6'3""",195 lbs,Villanova,USA,,,,1.0,3.2,1.8,1.2,2017,2020
Augustin,D.J.,Milwaukee,Bucks,MIL,G,"5'11""",183 lbs,Texas,USA,2008.0,1.0,9.0,1.0,6.2,1.4,3.0,2008,2020
Avdija,Deni,Washington,Wizards,WAS,F,"6'9""",210 lbs,Maccabi Tel Aviv,Israel,2020.0,1.0,9.0,1.0,6.2,4.7,1.3,2020,2020
Ayton,Deandre,Phoenix,Suns,PHX,C,"6'11""",250 lbs,Arizona,Bahamas,2018.0,1.0,1.0,1.0,14.4,11.2,1.6,2018,2020
Azubuike,Udoka,Utah,Jazz,UTA,C-F,"6'10""",280 lbs,Kansas,Nigeria,2020.0,1.0,27.0,1.0,1.0,1.1,0.0,2020,2020
Bacon,Dwayne,Orlando,Magic,ORL,G-F,"6'6""",221 lbs,Florida State,USA,2017.0,2.0,40.0,1.0,10.5,2.8,1.1,2017,2020
Bagley III,Marvin,Sacramento,Kings,SAC,F,"6'11""",235 lbs,Duke,USA,2018.0,1.0,2.0,1.0,13.9,7.6,1.0,2018,2020
Ball,LaMelo,Charlotte,Hornets,CHA,G,"6'6""",180 lbs,Illawarra,USA,2020.0,1.0,3.0,1.0,15.8,6.1,6.4,2020,2020
Ball,Lonzo,New Orleans,Pelicans,NOP,G,"6'6""",190 lbs,UCLA,USA,2017.0,1.0,2.0,1.0,14.1,4.1,5.2,2017,2020
Bamba,Mo,Orlando,Magic,ORL,C,"7'0""",231 lbs,Texas-Austin,USA,2018.0,1.0,6.0,1.0,4.9,4.1,0.3,2018,2020
Bane,Desmond,Memphis,Grizzlies,MEM,G,"6'5""",215 lbs,TCU,USA,2020.0,1.0,30.0,1.0,9.9,2.9,1.3,2020,2020
Barnes,Harrison,Sacramento,Kings,SAC,F,"6'8""",225 lbs,North Carolina,USA,2012.0,1.0,7.0,1.0,16.7,6.2,3.5,2012,2020
Barrett,RJ,New York,Knicks,NYK,F-G,"6'6""",214 lbs,Duke,Canada,2019.0,1.0,3.0,1.0,17.1,5.9,2.9,2019,2020
Barton,Will,Denver,Nuggets,DEN,G,"6'6""",181 lbs,Memphis,USA,2012.0,2.0,40.0,1.0,12.2,4.0,3.1,2012,2020
Bates-Diop,Keita,San Antonio,Spurs,SAS,F,"6'8""",229 lbs,Ohio State,USA,2018.0,2.0,48.0,1.0,2.3,1.3,0.5,2018,2020
Batum,Nicolas,LA,Clippers,LAC,G-F,"6'8""",230 lbs,Le Mans,France,2008.0,1.0,25.0,1.0,8.9,4.7,2.4,2008,2020
Baynes,Aron,Toronto,Raptors,TOR,C-F,"6'10""",260 lbs,Washington State,Australia,,,,1.0,6.3,5.6,1.0,2012,2020
Bazemore,Kent,Golden State,Warriors,GSW,G-F,"6'4""",195 lbs,Old Dominion,USA,,,,1.0,6.5,2.9,1.6,2012,2020
Bazley,Darius,Oklahoma City,Thunder,OKC,F-G,"6'8""",208 lbs,Princeton HS (OH),USA,2019.0,1.0,23.0,1.0,11.9,7.5,1.5,2019,2020
Beal,Bradley,Washington,Wizards,WAS,G,"6'3""",207 lbs,Florida,USA,2012.0,1.0,3.0,1.0,32.1,5.3,4.6,2012,2020
Beasley,Malik,Minnesota,Timberwolves,MIN,G,"6'4""",187 lbs,Florida State,USA,2016.0,1.0,19.0,1.0,20.5,4.6,2.5,2016,2020
Bell,Jordan,Cleveland,Cavaliers,CLE,F,"6'8""",216 lbs,Oregon,USA,2017.0,2.0,38.0,,3.3,5.3,1.7,2017,2020
Bembry,DeAndre',Toronto,Raptors,TOR,G-F,"6'5""",210 lbs,St. Joseph's (PA),USA,2016.0,1.0,21.0,1.0,4.8,2.2,2.0,2016,2020
Bertans,Davis,Washington,Wizards,WAS,F,"6'10""",225 lbs,Baskonia,Latvia,2011.0,2.0,42.0,1.0,11.3,3.0,0.9,2016,2020
Beverley,Patrick,LA,Clippers,LAC,G,"6'1""",180 lbs,Arkansas,USA,2009.0,2.0,42.0,1.0,8.3,3.7,2.1,2012,2020
Bey,Saddiq,Detroit,Pistons,DET,F,"6'7""",215 lbs,Villanova,USA,2020.0,1.0,19.0,1.0,10.1,3.9,1.1,2020,2020
Bey,Tyler,Dallas,Mavericks,DAL,F,"6'7""",215 lbs,Colorado,USA,2020.0,2.0,36.0,1.0,1.2,0.8,0.0,2020,2020
Birch,Khem,Orlando,Magic,ORL,C,"6'9""",233 lbs,UNLV,Canada,,,,1.0,5.6,5.5,1.0,2017,2020
Bitadze,Goga,Indiana,Pacers,IND,C-F,"6'11""",250 lbs,Mega Basket,Georgia,2019.0,1.0,18.0,1.0,3.6,1.9,0.3,2019,2020
Biyombo,Bismack,Charlotte,Hornets,CHA,C,"6'8""",255 lbs,Baloncesto Fuenlabrada,DRC,2011.0,1.0,7.0,1.0,5.4,5.5,1.4,2011,2020
Bjelica,Nemanja,Sacramento,Kings,SAC,F,"6'10""",234 lbs,Fenerbahce,Serbia,2010.0,2.0,35.0,1.0,8.0,4.0,2.1,2015,2020
Bledsoe,Eric,New Orleans,Pelicans,NOP,G,"6'1""",214 lbs,Kentucky,USA,2010.0,1.0,18.0,1.0,11.9,3.4,3.8,2010,2020
Blevins,Keljin,Portland,Trail Blazers,POR,G,"6'4""",200 lbs,Montana State,USA,2019.0,,,1.0,0.4,0.2,0.4,2020,2020
Bogdanovic,Bogdan,Atlanta,Hawks,ATL,G,"6'6""",220 lbs,Fenerbahce,Serbia,2014.0,1.0,27.0,1.0,8.4,3.5,2.2,2017,2020
Bogdanovic,Bojan,Utah,Jazz,UTA,F,"6'7""",226 lbs,Fenerbahce,Croatia,2011.0,2.0,31.0,1.0,15.7,3.9,2.0,2014,2020
Bol,Bol,Denver,Nuggets,DEN,C-F,"7'2""",220 lbs,Oregon,Sudan,2019.0,2.0,44.0,1.0,1.9,0.8,0.3,2019,2020
Bolden,Marques,,,,C,"6'10""",249 lbs,Duke,USA,2019.0,,,,1.2,1.0,0.0,2019,2020
Bone,Jordan,Detroit,Pistons,DET,G,"6'3""",180 lbs,Tennessee,USA,2019.0,2.0,57.0,,4.0,1.7,1.3,2019,2020
Bonga,Isaac,Washington,Wizards,WAS,G,"6'8""",180 lbs,Skyliners Frankfurt,Germany,2018.0,2.0,39.0,1.0,2.1,2.0,0.5,2018,2020
Booker,Devin,Phoenix,Suns,PHX,G,"6'5""",206 lbs,Kentucky,USA,2015.0,1.0,13.0,1.0,25.1,3.7,4.6,2015,2020
Boucher,Chris,Toronto,Raptors,TOR,F-C,"6'9""",200 lbs,Oregon,Saint Lucia,,,,1.0,14.1,6.6,1.0,2017,2020
Bowen II,Brian,Indiana,Pacers,IND,F-G,"6'6""",190 lbs,Sydney Kings,USA,,,,1.0,3.0,1.0,0.0,2019,2020
Bradley,Avery,Miami,Heat,MIA,G,"6'3""",180 lbs,Texas,USA,2010.0,1.0,19.0,1.0,8.5,1.8,1.4,2010,2020
Bradley,Tony,Philadelphia,76ers,PHI,C-F,"6'10""",248 lbs,North Carolina,USA,2017.0,1.0,28.0,1.0,4.8,4.1,0.5,2017,2020
Brantley,Jarrell,Utah,Jazz,UTA,F,"6'5""",250 lbs,College of Charleston,USA,2019.0,2.0,50.0,1.0,1.1,0.7,0.0,2019,2020
Brazdeikis,Ignas,New York,Knicks,NYK,F,"6'6""",221 lbs,Michigan,Canada,2019.0,2.0,47.0,1.0,0.5,0.5,0.3,2019,2020
Bridges,Mikal,Phoenix,Suns,PHX,F,"6'6""",209 lbs,Villanova,USA,2018.0,1.0,10.0,1.0,13.8,4.9,2.2,2018,2020
Bridges,Miles,Charlotte,Hornets,CHA,F,"6'6""",225 lbs,Michigan State,USA,2018.0,1.0,12.0,1.0,9.7,5.8,2.0,2018,2020
Brogdon,Malcolm,Indiana,Pacers,IND,G,"6'5""",229 lbs,Virginia,USA,2016.0,2.0,36.0,1.0,21.5,4.7,6.2,2016,2020
Brooks,Dillon,Memphis,Grizzlies,MEM,G-F,"6'7""",225 lbs,Oregon,Canada,2017.0,2.0,45.0,1.0,15.8,3.1,2.6,2017,2020
Brown,Bruce,Brooklyn,Nets,BKN,G-F,"6'4""",202 lbs,Miami,USA,2018.0,2.0,42.0,1.0,8.3,4.5,1.4,2018,2020
Brown,Jaylen,Boston,Celtics,BOS,G-F,"6'6""",223 lbs,California,USA,2016.0,1.0,3.0,1.0,24.4,5.6,4.0,2016,2020
Brown,Moses,Oklahoma City,Thunder,OKC,C,"7'2""",245 lbs,UCLA,USA,,,,1.0,4.2,4.0,0.3,2019,2020
Brown,Sterling,Houston,Rockets,HOU,G-F,"6'5""",219 lbs,Southern Methodist,USA,2017.0,2.0,46.0,1.0,7.6,4.3,1.7,2017,2020
Brown Jr.,Troy,Washington,Wizards,WAS,G-F,"6'6""",215 lbs,Oregon,USA,2018.0,1.0,15.0,1.0,4.1,3.0,0.9,2018,2020
Brunson,Jalen,Dallas,Mavericks,DAL,G,"6'1""",190 lbs,Villanova,USA,2018.0,2.0,33.0,1.0,12.9,3.5,3.4,2018,2020
Bryant,Thomas,Washington,Wizards,WAS,C-F,"6'10""",248 lbs,Indiana,USA,2017.0,2.0,42.0,1.0,14.3,6.1,1.5,2017,2020
Bullock,Reggie,New York,Knicks,NYK,G-F,"6'6""",205 lbs,North Carolina,USA,2013.0,1.0,25.0,1.0,8.7,3.3,1.3,2013,2020
Burke,Trey,Dallas,Mavericks,DAL,G,"6'0""",185 lbs,Michigan,USA,2013.0,1.0,9.0,1.0,7.3,0.9,1.6,2013,2020
Burks,Alec,New York,Knicks,NYK,G,"6'6""",214 lbs,Colorado,USA,2011.0,1.0,12.0,1.0,11.5,4.3,2.2,2011,2020
Butler,Jimmy,Miami,Heat,MIA,F,"6'7""",230 lbs,Marquette,USA,2011.0,1.0,30.0,1.0,21.1,7.4,8.0,2011,2020
Caboclo,Bruno,Houston,Rockets,HOU,F,"6'9""",218 lbs, ,Brazil,2014.0,1.0,20.0,,2.8,2.3,0.2,2014,2020
Cacok,Devontae,Los Angeles,Lakers,LAL,F,"6'7""",240 lbs,North Carolina-Wilmington,USA,,,,1.0,2.0,1.3,0.0,2019,2020
Caldwell-Pope,Kentavious,Los Angeles,Lakers,LAL,G,"6'5""",204 lbs,Georgia,USA,2013.0,1.0,8.0,1.0,8.6,2.4,1.4,2013,2020
Campazzo,Facundo,Denver,Nuggets,DEN,G,"5'10""",195 lbs,Murcia,Argentina,,,,1.0,5.4,1.1,2.3,2020,2020
Cancar,Vlatko,Denver,Nuggets,DEN,F,"6'8""",236 lbs,San Pablo Burgos,Slovenia,2017.0,2.0,49.0,1.0,1.4,1.3,0.3,2019,2020
Capela,Clint,Atlanta,Hawks,ATL,C,"6'10""",240 lbs,Elan Chalon,Switzerland,2014.0,1.0,25.0,1.0,14.8,14.3,0.9,2014,2020
Carey Jr.,Vernon,Charlotte,Hornets,CHA,F-C,"6'9""",270 lbs,Duke,USA,2020.0,2.0,32.0,1.0,0.8,1.3,0.3,2020,2020
Carter,Jevon,Phoenix,Suns,PHX,G,"6'1""",200 lbs,West Virginia,USA,2018.0,2.0,32.0,1.0,2.7,1.2,1.2,2018,2020
Carter Jr.,Wendell,Chicago,Bulls,CHI,C-F,"6'10""",270 lbs,Duke,USA,2018.0,1.0,7.0,1.0,11.8,7.9,2.2,2018,2020
Carter-Williams,Michael,Orlando,Magic,ORL,G,"6'5""",190 lbs,Syracuse,USA,2013.0,1.0,11.0,1.0,9.2,4.7,4.2,2013,2020
Caruso,Alex,Los Angeles,Lakers,LAL,G,"6'4""",186 lbs,Texas A&M,USA,,,,1.0,5.7,2.7,2.4,2017,2020
Cauley-Stein,Willie,Dallas,Mavericks,DAL,C,"7'0""",240 lbs,Kentucky,USA,2015.0,1.0,6.0,1.0,5.5,4.4,0.8,2015,2020
Chiozza,Chris,Brooklyn,Nets,BKN,G,"5'11""",175 lbs,Florida,USA,,,,1.0,3.5,1.1,2.4,2018,2020
Chriss,Marquese,Golden State,Warriors,GSW,F,"6'9""",240 lbs,Washington,USA,2016.0,1.0,8.0,1.0,6.5,6.5,1.0,2016,2020
Clark,Gary,Orlando,Magic,ORL,F,"6'6""",225 lbs,Cincinnati,USA,,,,1.0,3.6,3.3,0.9,2018,2020
Clarke,Brandon,Memphis,Grizzlies,MEM,F-G,"6'8""",215 lbs,Gonzaga,Canada,2019.0,1.0,21.0,1.0,12.3,5.8,1.6,2019,2020
Clarkson,Jordan,Utah,Jazz,UTA,G,"6'4""",194 lbs,Missouri,USA,2014.0,2.0,46.0,1.0,17.9,3.9,2.2,2014,2020
Claxton,Nicolas,Brooklyn,Nets,BKN,F-C,"6'11""",215 lbs,Georgia,USA,2019.0,2.0,31.0,1.0,8.9,3.4,1.0,2019,2020
Coffey,Amir,LA,Clippers,LAC,G-F,"6'7""",210 lbs,Minnesota,USA,,,,1.0,2.8,0.8,0.4,2019,2020
Collins,John,Atlanta,Hawks,ATL,F-C,"6'9""",235 lbs,Wake Forest,USA,2017.0,1.0,19.0,1.0,17.8,7.6,1.4,2017,2020
Conley,Mike,Utah,Jazz,UTA,G,"6'1""",175 lbs,Ohio State,USA,2007.0,1.0,4.0,1.0,16.2,3.5,5.6,2007,2020
Connaughton,Pat,Milwaukee,Bucks,MIL,G,"6'5""",209 lbs,Notre Dame,USA,2015.0,2.0,41.0,1.0,6.6,4.2,1.4,2015,2020
Cook,Quinn,Cleveland,Cavaliers,CLE,G,"6'1""",180 lbs,Duke,USA,,,,1.0,2.7,0.5,0.4,2016,2020
Cook,Tyler,Denver,Nuggets,DEN,F,"6'8""",255 lbs,Iowa,USA,,,,,0.5,0.5,0.5,2019,2020
Cousins,DeMarcus,Golden State,Warriors,GSW,C,"6'11""",270 lbs,Kentucky,USA,2010.0,1.0,5.0,,9.6,7.6,2.4,2010,2020
Covington,Robert,Portland,Trail Blazers,POR,F,"6'7""",209 lbs,Tennessee State,USA,,,,1.0,8.1,6.6,1.7,2013,2020
Craig,Torrey,Milwaukee,Bucks,MIL,F,"6'7""",221 lbs,South Carolina Upstate,USA,,,,1.0,2.5,2.4,0.9,2017,2020
Crowder,Jae,Phoenix,Suns,PHX,F,"6'6""",235 lbs,Marquette,USA,2012.0,2.0,34.0,1.0,10.0,5.0,2.1,2012,2020
Culver,Jarrett,Minnesota,Timberwolves,MIN,G-F,"6'6""",195 lbs,Texas Tech,USA,2019.0,1.0,6.0,1.0,7.2,4.7,0.8,2019,2020
Curry,Seth,Philadelphia,76ers,PHI,G,"6'2""",185 lbs,Duke,USA,,,,1.0,12.5,2.1,2.9,2013,2020
Curry,Stephen,Golden State,Warriors,GSW,G,"6'3""",185 lbs,Davidson,USA,2009.0,1.0,7.0,1.0,29.3,5.4,6.2,2009,2020
Darling,Nate,Charlotte,Hornets,CHA,G,"6'6""",200 lbs,Delaware,Canada,,,,1.0,0.0,0.0,0.0,2020,2020
Davis,Anthony,Los Angeles,Lakers,LAL,F-C,"6'10""",253 lbs,Kentucky,USA,2012.0,1.0,1.0,1.0,22.5,8.4,3.0,2012,2020
Davis,Ed,Minnesota,Timberwolves,MIN,C-F,"6'9""",218 lbs,North Carolina,USA,2010.0,1.0,13.0,1.0,2.3,5.1,1.0,2010,2020
Davis,Terence,Toronto,Raptors,TOR,G,"6'4""",201 lbs,Mississippi,USA,,,,1.0,7.1,1.9,1.1,2019,2020
DeRozan,DeMar,San Antonio,Spurs,SAS,G-F,"6'6""",220 lbs,Southern California,USA,2009.0,1.0,9.0,1.0,20.3,4.7,7.3,2009,2020
DiVincenzo,Donte,Milwaukee,Bucks,MIL,G,"6'4""",203 lbs,Villanova,USA,2018.0,1.0,17.0,1.0,10.3,5.0,2.9,2018,2020
Diakite,Mamadi,Milwaukee,Bucks,MIL,F,"6'9""",228 lbs,Virginia,Guinea,,,,1.0,2.0,2.0,2.0,2020,2020
Diallo,Hamidou,Oklahoma City,Thunder,OKC,G,"6'5""",202 lbs,Kentucky,USA,2018.0,2.0,45.0,1.0,11.9,5.2,2.4,2018,2020
Dieng,Gorgui,Memphis,Grizzlies,MEM,C,"6'10""",252 lbs,Louisville,Senegal,2013.0,1.0,21.0,1.0,7.9,4.5,1.3,2013,2020
Dinwiddie,Spencer,Brooklyn,Nets,BKN,G,"6'5""",215 lbs,Colorado,USA,2014.0,2.0,38.0,1.0,6.7,4.3,3.0,2014,2020
Doncic,Luka,Dallas,Mavericks,DAL,F-G,"6'7""",230 lbs,Real Madrid,Slovenia,2018.0,1.0,3.0,1.0,28.2,8.4,9.1,2018,2020
Dort,Luguentz,Oklahoma City,Thunder,OKC,G,"6'3""",215 lbs,Arizona State,Canada,,,,1.0,12.4,3.6,1.6,2019,2020
Dotson,Damyean,Cleveland,Cavaliers,CLE,G,"6'5""",210 lbs,Houston,USA,2017.0,2.0,44.0,1.0,6.7,1.9,2.2,2017,2020
Dotson,Devon,Chicago,Bulls,CHI,G,"6'2""",185 lbs,Kansas,USA,,,,1.0,4.0,1.0,0.0,2020,2020
Doumbouya,Sekou,Detroit,Pistons,DET,F,"6'8""",230 lbs,Limoges,France,2019.0,1.0,15.0,1.0,3.9,2.2,0.6,2019,2020
Dozier,PJ,Denver,Nuggets,DEN,G-F,"6'6""",205 lbs,South Carolina,USA,,,,1.0,7.3,3.9,1.6,2017,2020
Dragic,Goran,Miami,Heat,MIA,G,"6'3""",190 lbs,Union Olimpija,Slovenia,2008.0,2.0,45.0,1.0,15.0,3.3,4.8,2008,2020
Drummond,Andre,Cleveland,Cavaliers,CLE,C,"6'10""",279 lbs,Connecticut,USA,2012.0,1.0,9.0,1.0,17.5,13.5,2.6,2012,2020
Dudley,Jared,Los Angeles,Lakers,LAL,F,"6'6""",237 lbs,Boston College,USA,2007.0,1.0,22.0,1.0,0.5,1.7,0.5,2007,2020
Durant,Kevin,Brooklyn,Nets,BKN,F,"6'10""",240 lbs,Texas,USA,2007.0,1.0,2.0,1.0,29.0,7.3,5.3,2007,2020
Edwards,Anthony,Minnesota,Timberwolves,MIN,G,"6'4""",225 lbs,Georgia,USA,2020.0,1.0,1.0,1.0,15.4,4.1,2.5,2020,2020
Edwards,Carsen,Boston,Celtics,BOS,G,"5'11""",200 lbs,Purdue,USA,2019.0,2.0,33.0,1.0,5.4,1.0,0.4,2019,2020
Elleby,CJ,Portland,Trail Blazers,POR,F-G,"6'6""",200 lbs,Washington State,USA,2020.0,2.0,46.0,1.0,3.0,1.1,0.2,2020,2020
Ellenson,Henry,Toronto,Raptors,TOR,F-C,"6'10""",240 lbs,Marquette,USA,2016.0,1.0,18.0,1.0,9.0,9.0,3.0,2016,2020
Ellington,Wayne,Detroit,Pistons,DET,G,"6'4""",207 lbs,North Carolina,USA,2009.0,1.0,28.0,1.0,10.6,1.8,1.4,2009,2020
Embiid,Joel,Philadelphia,76ers,PHI,C-F,"7'0""",280 lbs,Kansas,Cameroon,2014.0,1.0,3.0,1.0,29.9,11.5,3.3,2014,2020
Ennis III,James,Orlando,Magic,ORL,F,"6'6""",215 lbs,California State-Long Beach,USA,2013.0,2.0,50.0,1.0,7.3,3.9,1.3,2014,2020
Eubanks,Drew,San Antonio,Spurs,SAS,F-C,"6'9""",245 lbs,Oregon State,USA,,,,1.0,3.6,3.1,0.6,2018,2020
Exum,Dante,Houston,Rockets,HOU,G,"6'5""",214 lbs,Australian Institute of Sport,Australia,2014.0,1.0,5.0,1.0,3.8,2.8,2.2,2014,2020
Fall,Tacko,Boston,Celtics,BOS,C,"7'5""",311 lbs,Central Florida,Senegal,,,,1.0,2.6,2.6,0.1,2019,2020
Favors,Derrick,Utah,Jazz,UTA,F,"6'9""",265 lbs,Georgia Tech,USA,2010.0,1.0,3.0,1.0,6.1,5.4,0.8,2010,2020
Felicio,Cristiano,Chicago,Bulls,CHI,F-C,"6'11""",270 lbs,Flamengo,Brazil,,,,1.0,1.8,2.0,0.8,2015,2020
Ferguson,Terrance,Philadelphia,76ers,PHI,G,"6'6""",190 lbs,Adelaide,USA,2017.0,1.0,21.0,1.0,0.2,0.1,0.2,2017,2020
Fernando,Bruno,Atlanta,Hawks,ATL,F-C,"6'9""",240 lbs,Maryland,Angola,2019.0,2.0,34.0,1.0,1.6,3.2,0.5,2019,2020
Ferrell,Yogi,Sacramento,Kings,SAC,G,"6'0""",178 lbs,Indiana,USA,,,,,9.5,3.5,2.5,2016,2020
Finney-Smith,Dorian,Dallas,Mavericks,DAL,F,"6'7""",220 lbs,Florida,USA,,,,1.0,8.2,5.4,1.4,2016,2020
Flynn,Malachi,Toronto,Raptors,TOR,G,"6'1""",175 lbs,San Diego State,USA,2020.0,1.0,29.0,1.0,2.2,0.7,1.1,2020,2020
Forbes,Bryn,Milwaukee,Bucks,MIL,G,"6'2""",205 lbs,Michigan State,USA,,,,1.0,9.6,1.3,0.6,2016,2020
Forrest,Trent,Utah,Jazz,UTA,G,"6'4""",210 lbs,Florida State,USA,,,,1.0,0.3,0.3,0.6,2020,2020
Fournier,Evan,Orlando,Magic,ORL,G-F,"6'7""",205 lbs,Poitiers Basket 86,France,2012.0,1.0,20.0,1.0,18.5,3.1,3.8,2012,2020
Fox,De'Aaron,Sacramento,Kings,SAC,G,"6'3""",185 lbs,Kentucky,USA,2017.0,1.0,5.0,1.0,23.5,3.4,7.6,2017,2020
Frazier,Tim,Milwaukee,Bucks,MIL,G,"6'1""",170 lbs,Penn State,USA,,,,,1.3,1.3,2.3,2014,2020
Fultz,Markelle,Orlando,Magic,ORL,G,"6'3""",209 lbs,Washington,USA,2017.0,1.0,1.0,1.0,12.9,3.1,5.4,2017,2020
Gabriel,Wenyen,New Orleans,Pelicans,NOP,F,"6'9""",205 lbs,Kentucky,South Sudan,,,,1.0,0.2,1.2,0.2,2018,2020
Gafford,Daniel,Chicago,Bulls,CHI,F-C,"6'10""",234 lbs,Arkansas,USA,2019.0,2.0,38.0,1.0,4.8,3.1,0.6,2019,2020
Gallinari,Danilo,Atlanta,Hawks,ATL,F,"6'10""",233 lbs,Olimpia Milano,Italy,2008.0,1.0,6.0,1.0,12.1,3.6,1.5,2008,2020
Galloway,Langston,Phoenix,Suns,PHX,G,"6'1""",200 lbs,St. Joseph's (PA),USA,,,,1.0,4.5,1.0,0.6,2014,2020
Garland,Darius,Cleveland,Cavaliers,CLE,G,"6'1""",192 lbs,Vanderbilt,USA,2019.0,1.0,5.0,1.0,16.1,2.2,5.9,2019,2020
Gasol,Marc,Los Angeles,Lakers,LAL,C,"6'11""",255 lbs,FC Barcelona,Spain,2007.0,2.0,48.0,1.0,4.8,4.1,2.0,2008,2020
Gay,Rudy,San Antonio,Spurs,SAS,F-G,"6'8""",250 lbs,Connecticut,USA,2006.0,1.0,8.0,1.0,11.5,5.2,1.5,2006,2020
George,Paul,LA,Clippers,LAC,F,"6'8""",220 lbs,Fresno State,USA,2010.0,1.0,10.0,1.0,23.5,6.1,5.4,2010,2020
Gibson,Taj,New York,Knicks,NYK,F,"6'9""",232 lbs,Southern California,USA,2009.0,1.0,26.0,1.0,3.9,4.6,0.5,2009,2020
Giles III,Harry,Portland,Trail Blazers,POR,F-C,"6'11""",240 lbs,Duke,USA,2017.0,1.0,20.0,1.0,3.1,4.9,0.9,2017,2020
Gilgeous-Alexander,Shai,Oklahoma City,Thunder,OKC,G-F,"6'6""",180 lbs,Kentucky,Canada,2018.0,1.0,11.0,1.0,23.5,5.0,6.2,2018,2020
Gill,Anthony,Washington,Wizards,WAS,F,"6'7""",230 lbs,Virginia,USA,,,,1.0,0.8,1.6,0.3,2020,2020
Gobert,Rudy,Utah,Jazz,UTA,C,"7'1""",258 lbs,Cholet,France,2013.0,1.0,27.0,1.0,14.2,13.1,1.3,2013,2020
Goodwin,Brandon,Atlanta,Hawks,ATL,G,"6'0""",180 lbs,Florida Gulf Coast,USA,,,,1.0,4.1,1.1,1.7,2018,2020
Gordon,Aaron,Orlando,Magic,ORL,F,"6'8""",235 lbs,Arizona,USA,2014.0,1.0,4.0,1.0,13.6,7.0,4.0,2014,2020
Gordon,Eric,Houston,Rockets,HOU,G,"6'3""",215 lbs,Indiana,USA,2008.0,1.0,7.0,1.0,17.8,2.1,2.6,2008,2020
Graham,Devonte',Charlotte,Hornets,CHA,G,"6'1""",195 lbs,Kansas,USA,2018.0,2.0,34.0,1.0,13.6,2.9,5.6,2018,2020
Grant,Jerami,Detroit,Pistons,DET,F,"6'8""",210 lbs,Syracuse,USA,2014.0,2.0,39.0,1.0,23.6,5.3,2.9,2014,2020
